Record_Number,Amount_Requested,Interest_Rate_Percentage,Loan_Length_in_Months,Loan_Purpose,Monthly_PAYMENT,Total_Amount_Funded,Debt_To_Income_Ratio_Percentage,FICO,Status
1952,15000,13.22,36,1,507.01,15000,17.93,697,1
1953,8725,12.12,60,4,194.62,8725,23.58,747,0
1954,12000,7.88,36,1,375.37,12000,11.13,762,0
1955,1550,15.27,36,14,53.94,1550,8.86,692,0
1956,10000,11.89,36,4,331.64,10000,11.86,732,1
1957,5500,13.43,60,2,126.36,5500,22.48,697,0
1958,6000,12.41,36,6,200.47,6000,12.68,707,0
1959,15250,8.88,60,4,258.24,12475,11.65,747,0
1960,10000,11.99,36,1,332.1,10000,17.62,702,1
1961,1500,12.73,36,14,50.35,1500,8.25,682,1
1962,25000,17.51,60,4,628.2,25000,21.63,697,1
1963,3800,7.29,36,1,117.84,3800,17.18,732,0
1964,5000,6.03,36,2,152.18,5000,6.97,782,1
1965,3500,10.25,36,14,113.35,3500,9.05,742,1
1966,19600,16.82,60,1,485.22,19600,19.68,677,0
1967,10425,9.45,36,14,333.7,10425,6.02,787,0
1968,13475,16.49,60,1,331.21,13475,23.23,692,0
1969,10000,17.56,60,14,251.55,10000,13.04,687,0
1970,5050,6.99,36,5,155.91,5050,18.22,737,1
1971,7000,11.49,36,1,230.8,7000,9.56,682,1
1972,1250,13.16,36,14,42.22,1250,21.33,667,0
1973,8600,14.09,36,1,294.31,8600,17.48,672,1
1974,13250,16.89,36,10,471.68,13250,18.14,667,1
1975,25000,13.23,60,3,362.51,15850,10.79,737,1
1976,4000,13.43,60,1,91.9,4000,5.35,692,0
1977,6400,6.91,36,1,197.36,6400,13.39,717,0
1978,7125,6.03,36,1,216.86,7125,18.66,762,1
1979,9600,15.81,36,1,336.61,9600,10.97,672,0
1980,25000,16.4,36,1,883.88,25000,8.19,712,0
1981,25000,18.43,36,1,909.25,25000,10.04,672,0
1982,1700,8.49,36,1,53.66,1700,11.36,722,1
1983,3000,15.62,36,1,104.91,3000,15.89,682,1
1984,5000,10.95,36,14,162.76,4975,12.69,762,0
1985,16800,6.17,36,1,512.39,16800,18.89,752,0
1986,10000,12.53,36,10,334.67,10000,22.56,697,0
1987,15000,14.79,36,1,518.44,15000,11.07,682,1
1988,20000,13.61,60,2,323.51,14025,22.13,717,1
1989,12550,20.5,36,1,469.61,12550,11.24,662,1
1990,15250,15.2,60,1,364.4,15250,19.15,702,0
1991,20500,9.25,36,1,481.94,15100,22.6,722,1
1992,10000,9.88,36,1,322.11,10000,19.96,727,0
1993,4000,12.18,36,1,133.2,4000,16.65,697,0
1994,7000,12.73,36,1,234.97,7000,23.36,692,1
1995,10000,7.51,36,2,311.11,10000,10.61,737,1
1996,25000,10.99,36,2,818.35,25000,17.43,727,1
1997,14000,10.65,36,2,456.03,14000,15.52,702,1
1998,21000,11.99,36,14,697.41,21000,14.35,712,0
1999,2000,5.42,36,1,60.32,2000,5.62,777,1
2000,9000,14.65,36,2,310.45,9000,11.71,667,0
2001,20000,11.58,36,6,660.27,20000,6.93,762,1
2002,4775,11.14,36,2,156.65,4775,6.4,697,1
2003,3000,10.62,36,14,97.68,3000,0.78,727,0
2004,29100,12.99,36,3,980.36,29100,16.25,757,0
2005,26000,21.28,60,1,707.49,26000,18.76,717,0
2006,2400,14.26,36,1,82.34,2400,19.13,662,0
2007,9000,12.73,36,1,302.1,9000,17.12,692,0
2008,8000,11.11,36,1,262.33,8000,15.18,697,1
2009,16000,11.49,60,14,212.73,9675,14.84,742,0
2010,6000,11.14,36,4,196.83,6000,1.7,722,1
2011,17000,17.99,60,1,431.6,17000,10.24,707,0
2012,8000,12.73,36,11,268.53,8000,5.11,717,0
2013,6000,14.27,36,2,205.86,6000,7.64,667,1
2014,12000,12.98,36,1,404.22,12000,7.76,677,0
2015,8000,10.99,36,2,261.88,8000,17.37,697,1
2016,15000,15.23,60,1,358.67,15000,11.84,707,0
2017,3500,14.65,36,1,120.73,3500,18.38,682,1
2018,2100,14.65,36,1,72.44,2100,4.06,672,0
2019,5200,10.74,36,1,169.61,5200,4.28,707,1
2020,12800,15.21,36,2,445.04,12800,21.49,672,0
2021,12000,18.3,60,8,306.69,12000,4.82,662,0
2022,22400,10.36,60,5,314.95,14700,18.7,737,1
2023,8000,9.38,36,5,255.82,8000,14.84,782,1
2024,10000,12.18,36,1,333,10000,16.14,707,1
2025,9600,12.18,36,1,319.68,9600,3.84,752,1
2026,10000,10.36,36,1,324.37,10000,13.64,692,1
2027,35000,20.3,60,1,933.14,35000,15.29,687,0
2028,11600,15.05,36,2,402.42,11600,16.79,682,0
2029,6000,13.36,36,8,203.21,6000,16.24,662,1
2030,17000,12.18,36,1,566.1,17000,15.8,717,0
2031,6000,11.83,36,1,198.81,6000,15.94,717,1
2032,7500,11.14,36,1,246.03,7500,19.79,732,1
2033,10400,17.58,60,3,261.73,10400,8.93,727,0
2034,10000,10.65,60,14,215.69,10000,2.75,787,0
2035,3000,8.49,36,4,94.69,3000,0.81,757,1
2036,5600,8.94,36,1,177.93,5600,21.54,747,1
2037,15000,15.65,36,2,524.77,15000,4.23,732,1
2038,18000,12.18,36,1,599.4,18000,20.24,717,0
2039,8000,5.99,36,2,243.34,8000,8.94,787,1
2040,17000,14.91,60,3,403.63,17000,18.95,707,0
2041,30000,14.65,36,1,1034.83,30000,20.13,722,1
2042,18000,11.86,60,1,341.48,15400,24.72,732,1
2043,12000,13.16,36,1,405.25,12000,18.22,697,0
2044,2550,11.86,36,5,84.53,2550,12.65,682,1
2045,5000,12.12,36,1,166.36,5000,10.75,702,1
2046,6000,9.99,36,2,193.58,6000,19.48,692,1
2047,35000,13.49,60,4,805.17,35000,6.22,782,1
2048,12000,13.3,36,1,406.07,12000,7.16,662,0
2049,18725,20.99,60,1,506.47,18725,8.67,667,0
2050,14500,8.94,36,1,460.69,14500,10.96,777,1
2051,15000,16.29,36,3,529.51,15000,21.99,672,0
2052,16000,12.18,36,1,532.8,16000,19.77,717,1
2053,11000,13.98,36,1,375.85,11000,8.93,707,0
2054,35000,21.28,60,1,952.39,35000,23.73,707,1
2055,25000,11.49,60,1,549.69,25000,22.25,782,0
2056,10000,9.63,36,4,320.94,10000,22.24,717,1
2057,9250,14.22,36,1,317.13,9250,10.81,697,0
2058,2500,13.98,36,13,85.42,2500,22.64,677,1
2059,10000,16.69,60,14,246.87,10000,19.54,662,0
2060,21600,22.85,60,1,607.06,21600,18.79,662,0
2061,3500,7.74,36,11,109.27,3500,5.73,767,1
2062,4000,7.88,60,1,80.88,4000,13.86,752,0
2063,7200,6.92,36,2,222.06,7200,11.72,782,1
2064,5500,7.51,36,6,171.11,5500,9.1,742,1
2065,2500,11.14,36,1,82.01,2500,18.09,712,0
2066,19000,16.77,36,1,675.23,19000,12.12,677,1
2067,4000,12.53,36,5,133.87,4000,1.34,742,0
2068,3000,13.57,36,1,101.91,3000,5.69,672,1
2069,8525,10.78,36,1,278.22,8525,18.58,702,0
2070,13000,9.99,36,1,419.42,13000,18.3,722,0
2071,8000,12.87,36,1,269.07,8000,5.3,692,1
2072,6000,5.79,36,11,181.97,6000,18.84,782,0
2073,8000,13.85,36,14,272.84,8000,15.73,682,1
2074,10000,8.59,36,1,316.11,10000,3.78,767,1
2075,7500,5.42,36,1,226.2,7500,5.54,757,1
2076,19400,16.07,36,1,682.77,19400,7.25,677,1
2077,10000,11.14,36,1,328.04,10000,12.92,727,0
2078,10000,13.11,36,14,337.47,10000,17.22,712,0
2079,5000,12.12,60,14,111.53,5000,10.5,712,1
2080,14075,11.48,36,1,464.04,14075,16.33,727,0
2081,25000,11.89,36,1,829.1,25000,19.48,737,1
2082,18000,8.49,36,1,568.14,18000,12.63,732,1
2083,15000,9.76,36,8,482.32,15000,11.35,737,0
2084,16000,14.54,36,1,551.05,16000,12.99,682,0
2085,7500,15.37,36,1,261.35,7500,7.09,667,1
2086,24000,16.32,60,1,378.35,15450,13.3,707,1
2087,35000,20.99,60,1,671.47,24825,18.93,682,0
2088,2500,11.89,36,12,82.91,2500,19.18,697,1
2089,3025,10.28,36,7,98.01,3025,9.13,697,1
2090,14000,18.99,60,2,363.1,14000,14.68,672,1
2091,35000,12.69,36,1,1174.07,35000,0.13,802,1
2092,7925,10.59,36,1,257.92,7925,15.52,707,0
2093,5000,10.74,36,1,163.08,5000,15.69,677,0
2094,25000,11.03,36,1,818.83,25000,9.38,722,1
2095,13000,11.83,36,1,430.75,13000,16.25,772,1
2096,3500,10.65,36,3,114.01,3500,12.4,702,1
2097,15500,13.67,36,2,527.28,15500,19.81,717,0
2098,4500,6.62,36,4,138.17,4500,8,767,1
2099,2000,11.89,36,12,66.33,2000,1.27,702,0
2100,4000,11.49,36,14,131.89,4000,14.56,717,1
2101,6800,16.49,60,1,167.14,6800,23.28,712,0
2102,3000,11.11,36,10,98.38,3000,23.94,677,0
2103,15000,13.57,36,2,509.53,15000,0.81,752,0
2104,15000,17.49,60,4,376.76,15000,14.17,697,0
2105,7800,10.65,36,1,254.08,7800,7.15,722,1
2106,16500,15.21,60,2,342.97,14350,20.49,707,0
2107,6800,11.22,36,1,223.34,6800,18.68,682,0
2108,12000,10.2,36,2,388.34,12000,6.88,767,0
2109,15000,12.53,36,5,502,15000,0.13,802,1
2110,16000,19.47,36,14,590.35,16000,19.36,667,0
2111,2000,13.57,36,14,67.94,2000,19.25,707,1
2112,24000,20.89,60,1,647.8,24000,4.01,687,0
2113,12000,7.88,36,1,375.37,12000,6.67,777,0
2114,21000,16.32,36,1,741.59,21000,13.61,667,1
2115,25000,17.9,36,3,902.5,25000,4.93,722,0
2116,10000,15.95,36,1,351.33,10000,7.28,677,1
2117,15250,20.03,60,1,404.29,15250,22.6,672,0
2118,7125,11.71,36,1,235.67,7125,20.05,697,0
2119,6100,7.51,36,5,189.77,6100,0,782,1
2120,4000,9.91,36,1,128.9,4000,22.24,692,1
2121,6000,15.23,36,14,208.67,6000,16.74,667,0
2122,12000,13.11,36,1,404.97,12000,2.84,682,0
2123,1500,7.49,36,1,46.66,1500,27.35,747,1
2124,7500,12.68,60,2,169.43,7500,8.4,702,1
2125,11875,10.65,36,10,386.81,11875,19.13,707,0
2126,17500,18.64,60,2,450.51,17500,19.78,702,0
2127,4600,18.39,60,1,117.79,4600,5.92,667,0
2128,11000,8.49,36,1,347.2,11000,9.6,752,0
2129,7500,12.92,36,14,252.42,7500,17.54,667,0
2130,7000,8,36,10,219.36,7000,15.21,752,0
2131,3000,15.62,36,3,104.91,3000,1.49,667,0
2132,25000,9.64,36,1,802.47,25000,9.78,742,1
2133,18000,17.06,60,1,447.93,18000,14.5,692,1
2134,1600,12.61,36,1,53.62,1600,20,687,1
2135,21000,19.41,36,1,774.19,21000,7.88,662,1
2136,2000,6.76,36,11,61.54,2000,4.75,797,1
2137,25000,10.08,36,4,587.14,18175,4.51,757,1
2138,4000,10.75,60,14,86.48,4000,5.94,797,0
2139,20000,16,36,14,703.15,20000,0.6,682,0
2140,1500,7.49,36,2,46.66,1500,15.15,712,1
2141,10000,17.14,60,1,249.28,10000,16.04,702,1
2142,4000,6.39,36,13,122.4,4000,20.13,772,1
2143,5000,7.29,36,1,155.05,5000,8.46,717,1
2144,18000,21.97,60,1,496.84,18000,26.07,662,1
2145,18000,19.72,60,1,474.09,18000,17.87,677,1
2146,5000,9.62,36,7,160.45,5000,0.84,747,1
2147,9000,18.25,36,1,326.51,9000,11.49,682,0
2148,2000,14.61,36,12,68.96,2000,13.85,692,1
2149,14300,13.67,36,3,486.46,14300,19.29,682,0
2150,15000,12.04,36,1,498.51,15000,15.82,682,1
2151,7000,15.7,36,1,245.08,7000,4.97,692,0
2152,5000,9.63,36,2,160.47,5000,3.39,712,0
2153,13000,11.83,36,1,430.75,13000,13.2,717,1
2154,20000,13.12,36,1,162.01,4800,16.87,707,0
2155,7200,12.84,36,1,242.05,7200,13.17,702,1
2156,3000,11.71,36,1,99.23,3000,7.98,707,1
2157,2000,7.4,36,5,62.12,2000,4.53,787,1
2158,4000,11.14,36,1,131.22,4000,22.96,717,1
2159,1500,11.63,36,1,49.56,1500,11.76,697,1
2160,4500,6.03,36,2,136.96,4500,3.34,767,1
2161,4500,7.49,36,1,139.96,4500,11.6,737,0
2162,10000,13.48,36,12,339.25,10000,1.3,762,0
2163,20375,10.99,60,1,442.91,20375,16.43,762,0
2164,12000,16.89,60,3,297.53,12000,15.24,677,1
2165,5000,7.88,60,6,101.1,5000,0.81,802,1
2166,12375,12.99,60,1,281.51,12375,18.51,707,1
2167,11200,14.79,36,5,387.11,11200,16.58,672,0
2168,4900,10.96,36,14,113.71,3475,9.92,687,0
2169,10000,16.45,36,14,353.78,10000,16.97,682,0
2170,4200,15.2,60,6,100.36,4200,4.62,702,0
2171,12250,9.91,36,7,394.76,12250,23.68,727,0
2172,12000,7.88,36,5,375.38,12000,15.01,767,1
2173,5000,17.39,36,3,179.24,5000,23.19,687,0
2174,24925,12.69,36,2,836.11,24925,22.94,702,1
2175,10000,16.29,36,1,353.01,10000,12.58,682,0
2176,1600,15.21,36,1,55.63,1600,15.77,667,1
2177,8000,8.9,36,2,254.03,8000,10.52,712,1
2178,7950,6.03,36,2,241.97,7950,1.03,752,1
2179,4000,9.76,36,2,128.62,4000,17.04,717,1
2180,8000,10.51,36,1,260.06,8000,23.46,717,1
2181,25000,13.8,36,3,852.02,25000,2.87,782,1
2182,8000,9.62,60,7,168.49,8000,17.09,732,0
2183,2000,7.9,36,5,62.59,2000,9.78,732,1
2184,8400,13.61,60,4,193.76,8400,17.56,707,0
2185,22250,16.77,60,1,550.23,22250,24.93,697,0
2186,24000,11.83,36,1,795.22,24000,10.21,752,0
2187,5000,14.26,36,12,171.53,5000,12.18,667,1
2188,5000,12.17,36,3,166.48,5000,0,662,0
2189,16000,19.91,36,2,593.89,16000,4.69,667,1
2190,4750,14.72,36,1,164.01,4750,21.4,667,0
2191,6000,9.63,36,14,192.57,6000,9.49,777,1
2192,12500,11.26,36,2,410.8,12500,12.21,732,1
2193,25000,12.73,36,1,839.16,25000,10.62,712,1
2194,10000,13.87,36,1,341.15,10000,13.19,662,0
2195,13800,13.47,36,1,468.14,13800,13.98,697,0
2196,4800,15.65,60,4,115.84,4800,15.86,672,1
2197,7875,19.99,36,7,292.63,7875,9.31,662,0
2198,8800,10.74,36,1,287.02,8800,6.23,707,1
2199,14000,7.88,36,2,437.93,14000,0.74,772,1
2200,7600,12.61,36,1,254.65,7600,4.62,667,1
2201,25000,10.99,36,1,818.38,25000,18.51,757,0
2202,5000,6.03,36,4,152.18,5000,6.43,787,1
2203,1500,14.22,36,14,51.43,1500,24.44,662,0
2204,6400,15.99,36,14,224.98,6400,9.34,677,0
2205,6000,11.89,36,14,198.99,6000,19.38,727,0
2206,13500,10.83,36,1,440.89,13500,11.52,717,0
2207,7500,11.71,36,1,248.07,7500,10.72,692,1
2208,6225,9.76,36,1,200.17,6225,18.35,742,1
2209,8000,18.43,36,7,290.96,8000,9.86,667,0
2210,10000,10.2,36,1,323.62,10000,16.22,747,1
2211,12000,12.21,36,2,399.78,12000,23.69,712,1
2212,8000,6.62,36,2,245.63,8000,8.06,737,1
2213,20000,14.17,60,10,467.13,20000,0.44,807,1
2214,12000,13.43,60,1,275.69,12000,3.28,757,0
2215,5000,13.06,36,1,168.62,5000,6.78,692,0
2216,19900,11.83,36,1,659.37,19900,8.18,737,0
2217,5500,11.49,36,1,181.35,5500,12.82,697,1
2218,8000,15.27,36,3,278.39,8000,15.08,682,0
2219,13975,8.9,36,2,443.76,13975,17.06,722,1
2220,7500,11.49,36,5,247.29,7500,9.76,702,1
2221,6950,9.32,36,3,222.03,6950,23.24,737,1
2222,2500,13.57,36,1,84.93,2500,19.9,672,0
2223,10000,15.57,60,2,240.91,10000,15.45,687,0
2224,12000,7.9,60,1,242.75,12000,1.88,792,1
2225,8500,12.99,36,14,286.36,8500,10.06,702,0
2226,2000,10.75,36,14,65.25,2000,15.8,707,0
2227,3600,11.99,36,14,119.56,3600,15.49,672,1
2228,24250,20.62,60,1,453.6,16900,21.5,677,0
2229,5000,9.62,36,13,160.45,5000,12.19,702,0
2230,3500,7.68,36,12,109.17,3500,2.26,752,1
2231,7000,6.03,36,1,213.05,7000,10.38,757,1
2232,16000,16.07,36,1,563.11,16000,12.74,727,1
2233,10000,14.59,36,1,344.65,10000,9.51,692,0
2234,7650,19.29,36,2,281.55,7650,12.28,667,0
2235,3000,11.11,36,13,98.38,3000,1.81,687,0
2236,12000,13.11,36,2,404.94,12000,14.3,692,1
2237,8000,7.05,36,6,247.2,8000,7.92,782,1
2238,15000,12.41,36,3,501.16,15000,5.86,692,0
2239,10000,12.84,36,1,252.14,7500,21.36,707,1
2240,9500,15.33,36,1,330.87,9500,12,667,1
2241,24000,10.25,36,3,777.24,24000,0.59,792,0
2242,4000,6.39,36,3,122.4,4000,13.17,772,1
2243,10000,13.98,36,1,341.68,10000,12.53,682,0
2244,1000,16.32,36,1,35.32,1000,5.33,662,0
2245,2400,7.29,60,3,47.86,2400,1.26,787,1
2246,4200,13.48,36,5,142.49,4200,7.4,672,0
2247,25000,10.36,60,1,445.1,20775,15.78,767,0
2248,20000,11.49,60,1,439.76,20000,4.64,747,1
2249,4000,12.87,36,14,134.54,4000,13.8,692,0
2250,6000,12.61,36,1,201.04,6000,19.92,672,0
2251,4475,16.89,36,4,159.31,4475,9,662,0
2252,25000,15.58,60,3,502.4,20850,0.6,787,0
2253,12000,6.62,36,1,368.45,12000,2.05,762,1
2254,4000,12.12,36,4,133.09,4000,10.83,692,1
2255,13200,18.67,36,3,481.66,13200,22.8,687,0
2256,9700,14.65,36,1,334.6,9700,25.54,672,1
2257,15000,20.11,60,5,398.33,15000,4.58,667,1
2258,3800,13.11,36,5,128.24,3800,23.25,692,0
2259,8975,11.83,36,4,297.38,8975,20.65,732,1
2260,7500,15.31,36,14,261.12,7500,21.15,662,0
2261,24000,11.12,60,5,338.49,15525,11.99,777,1
2262,1200,19.29,36,14,44.17,1200,8.65,672,0
2263,11200,10.37,36,2,363.35,11200,19.49,702,1
2264,6000,14.26,36,1,205.84,6000,14.05,667,0
2265,9600,11.89,36,6,318.38,9600,21.15,707,1
2266,8000,15.37,36,6,278.77,8000,10.03,667,1
2267,3500,12.23,36,4,116.64,3500,10.2,702,1
2268,2750,9.33,36,14,87.88,2750,10.36,702,0
2269,15000,13.11,36,1,506.21,15000,14.26,702,0
2270,13000,10,36,2,419.48,13000,10.53,712,1
2271,1600,14.46,36,1,55.05,1600,4.58,682,0
2272,5600,14.59,36,1,193.01,5600,6.33,687,0
2273,24000,7.9,36,5,750.97,24000,15.23,752,1
2274,2600,12.12,36,1,86.51,2600,9.85,702,1
2275,19000,11.12,60,6,414.25,19000,1.75,752,0
2276,25975,13.49,60,11,391.08,17000,18.43,762,0
2277,10000,10.28,36,1,323.99,10000,14.4,722,1
2278,17000,16.49,60,2,417.85,17000,23.59,702,0
2279,12000,11.99,60,1,266.88,12000,19.07,722,0
2280,24000,9.88,36,1,773.07,24000,0.81,752,1
2281,24000,14.09,36,1,821.32,24000,11.92,712,1
2282,5200,6.62,36,6,159.66,5200,9.08,757,1
2283,15000,17.49,60,1,376.76,15000,18.58,687,1
2284,4800,12.99,36,1,161.71,4800,21.53,682,1
2285,6000,13.22,36,1,202.81,6000,15.36,682,0
2286,12250,14.83,60,1,290.34,12250,18.53,687,1
2287,5200,14.83,60,1,123.25,5200,3.34,672,0
2288,3000,11.34,36,6,98.7,3000,7.72,677,0
2289,5000,11.58,36,14,165.07,5000,19.96,712,1
2290,12000,12.68,36,1,402.49,12000,22.58,692,0
2291,5200,5.42,36,6,156.84,5200,1.18,802,1
2292,22000,14.17,60,2,513.85,22000,9.48,762,0
2293,10000,5.42,36,4,301.6,10000,8.88,797,1
2294,15600,12.53,36,1,522.08,15600,9.05,717,0
2295,6000,10.62,36,1,195.36,6000,6.38,707,0
2296,3000,13.85,36,1,102.32,3000,15.28,687,0
2297,7000,5.79,36,1,212.29,7000,11.08,772,0
2298,6000,15.8,36,1,210.36,6000,13.62,672,1
2299,13200,16.4,60,1,323.82,13200,21.19,702,1
2300,20000,11.71,36,1,661.52,20000,10.7,712,1
2301,12000,9.99,36,1,387.15,12000,14.5,707,1
2302,5000,16.32,36,1,176.57,5000,8.67,662,0
2303,16000,12.87,36,1,538.14,16000,10.42,717,0
2304,2400,11.03,36,1,78.61,2400,13.82,682,1
2305,24000,10.99,60,10,333.13,15325,9.22,752,1
2306,3000,13.92,36,3,102.42,3000,5.35,727,1
2307,3250,14.59,36,2,112.02,3250,24.6,662,1
2308,8000,7.51,36,5,248.88,8000,6.11,797,1
2309,5000,11.34,36,5,87.19,2650,17.25,682,1
2310,13000,17.14,60,4,324.07,13000,2.88,792,0
2311,12000,13.79,36,1,408.91,12000,18.64,682,0
2312,12000,10.91,36,14,163.49,5000,11.78,707,0
2313,20000,10.99,36,1,654.71,20000,10.19,727,1
2314,10500,16.29,36,1,370.66,10500,15,682,0
2315,10000,12.99,60,5,227.48,10000,13.14,727,0
2316,5000,8.9,36,1,158.77,5000,3,707,1
2317,30000,13.43,60,2,689.22,30000,25.67,752,0
2318,10000,16.77,60,3,247.3,10000,1,737,1
2319,13200,14.91,36,14,457.01,13200,15.36,677,0
2320,3600,13.8,60,1,83.4,3600,10.67,692,1
2321,2000,14.22,36,1,68.57,2000,17.79,662,0
2322,4800,7.14,36,1,148.52,4800,19.95,737,1
2323,14500,11.58,36,1,478.7,14500,21.7,712,0
2324,4350,6.03,36,2,132.4,4350,13.88,762,1
2325,20000,11.71,60,1,441.97,20000,18.33,827,1
2326,1500,13.92,36,14,51.21,1500,17.04,672,1
2327,18000,11.12,60,5,256.18,11750,1.33,802,0
2328,20000,17.04,36,3,713.49,20000,8.4,747,0
2329,12000,10.99,36,1,392.81,12000,9.92,722,1
2330,20000,13.92,36,14,682.74,20000,12.61,707,1
2331,20000,13.79,36,1,681.51,20000,14.94,692,0
2332,15000,13.99,36,5,512.6,15000,5.38,702,0
2333,6500,14.11,36,5,222.49,6500,11.59,767,0
2334,11000,12.68,36,1,368.95,11000,23.59,687,0
2335,14800,16.77,36,1,525.97,14800,16.76,667,0
2336,5500,7.51,36,1,171.11,5500,16.73,737,0
2337,8000,14.17,60,1,186.86,8000,11.31,697,1
2338,22350,14.07,36,5,764.64,22350,3.66,672,0
2339,15000,15.37,36,1,522.7,15000,18.12,667,0
2340,7500,11.26,36,7,246.48,7500,16.97,722,1
2341,7000,11.36,36,14,230.38,7000,7.95,697,1
2342,18000,15.21,60,1,287.41,12025,7.17,712,0
2343,6000,6.17,36,1,183,6000,3.3,747,1
2344,35000,12.99,60,1,495.34,21775,16.75,757,1
2345,5600,12.84,36,6,188.27,5600,2.08,687,0
2346,21725,19.29,60,1,567.04,21725,12.82,682,0
2347,4800,9.07,36,1,152.8,4800,14.6,742,1
2348,8500,14.11,36,5,290.95,8500,1,707,0
2349,10000,11.86,36,1,331.48,10000,21.13,702,0
2350,18800,21.28,60,1,511.57,18800,11.73,687,0
2351,8400,13.98,36,1,287.02,8400,14.4,692,0
2352,15000,8.88,36,2,476.16,15000,11.03,722,0
2353,4000,8.59,36,12,126.45,4000,9.45,737,1
2354,30000,22.78,60,1,841.93,30000,24.71,692,0
2355,1500,6.39,36,2,45.91,1500,2.38,772,1
2356,27575,17.58,60,5,693.94,27575,10.76,717,0
2357,1200,12.98,36,5,40.43,1200,17.75,667,0
2358,8000,14.65,36,4,275.96,8000,1,712,0
2359,15000,9.88,36,1,483.16,15000,6.76,757,1
2360,20000,9.45,36,5,640.2,20000,4.19,787,1
2361,14800,18.53,36,3,538.98,14800,1.58,717,0
2362,12875,14.65,36,3,444.12,12875,15.51,682,0
2363,7000,7.14,36,4,216.59,7000,12.57,747,1
2364,25000,9.99,36,2,495.23,15350,3.57,747,1
2365,8000,6.92,36,1,246.73,8000,4.13,757,1
2366,6500,7.14,36,4,201.12,6500,12.66,762,1
2367,22250,15.27,60,1,532.49,22250,23.07,717,1
2368,5000,6.91,36,2,154.18,5000,16.97,727,1
2369,5100,19.29,60,1,133.12,5100,0.83,697,0
2370,13000,15.7,36,1,455.15,13000,9.1,687,0
2371,9000,6.92,36,4,277.57,9000,0.42,792,1
2372,13000,12.23,60,2,290.7,13000,17.35,722,0
2373,5000,13.98,36,14,170.84,5000,19.54,682,1
2374,5000,14.84,36,14,172.94,5000,4.96,667,1
2375,24000,15.65,60,5,579.18,24000,4.67,742,0
2376,7000,14.11,36,2,239.61,7000,7.57,662,0
2377,25000,13.57,36,14,849.22,25000,9.3,717,1
2378,6000,12.53,36,12,200.8,6000,11.85,702,1
2379,2750,14.09,36,1,94.11,2750,21.93,687,0
2380,16000,13.06,36,1,539.57,16000,17.49,702,0
2381,5000,10.37,36,3,162.21,5000,15.23,697,0
2382,10375,8.9,60,1,214.87,10375,18.36,752,1
2383,8000,7.14,36,1,247.53,8000,20.86,752,0
2384,14400,15.27,36,1,501.09,14400,0.98,727,1
2385,10300,9.91,36,2,331.92,10300,15.85,712,1
2386,9600,15.28,60,1,229.8,9600,6.98,682,1
2387,10000,13.23,36,1,338.05,10000,11.63,712,0
2388,1750,8.94,36,1,55.61,1750,21.25,732,0
2389,25000,14.38,36,3,194.15,5650,2.4,697,1
2390,4200,12.84,36,6,141.2,4200,10.21,682,0
2391,12000,14.65,36,1,413.94,12000,9.02,687,1
2392,5600,12.69,36,3,187.86,5600,21.02,682,0
2393,32500,9.99,36,1,911.42,28250,19.51,762,1
2394,10000,6.91,36,2,214.31,6950,3.91,722,0
2395,10000,11.86,60,1,221.74,10000,19.6,732,0
2396,11000,8,36,1,344.7,11000,4.13,802,1
2397,25000,13.72,60,3,369.4,15975,21.1,732,0
2398,17000,17.74,36,3,612.36,17000,14.13,687,0
2399,15000,15.99,60,1,364.7,15000,19.79,702,0
2400,6000,9.99,36,1,193.58,6000,14.79,702,1
2401,13050,18.75,36,2,476.72,13050,10.29,672,1
2402,20000,17.39,36,3,716.95,20000,13.51,697,0
2403,12800,12.61,60,1,288.7,12800,9.02,727,0
2404,4025,16.29,36,1,142.09,4025,12.96,672,0
2405,5000,7.14,36,4,154.71,5000,10.54,747,0
2406,5000,12.23,36,2,166.63,5000,4.9,687,0
2407,9600,16.45,60,5,235.76,9600,12.12,687,0
2408,2500,12.99,60,14,56.87,2500,13.21,722,0
2409,13475,18.25,36,1,488.85,13475,17.85,672,0
2410,6000,8.94,36,2,190.63,6000,17.73,757,0
2411,1600,14.74,36,2,55.26,1600,18.12,667,1
2412,14000,12.18,36,4,466.2,14000,16.65,717,1
2413,3000,16.45,60,3,73.68,3000,9,682,0
2414,1000,14.72,36,10,34.53,1000,23.43,662,0
2415,2100,6.76,36,11,64.62,2100,18.68,762,1
2416,1200,14.26,36,14,41.17,1200,13.75,702,0
2417,2400,12.99,36,4,80.86,2400,6.4,692,1
2418,10000,8.94,36,1,317.72,10000,10.47,767,1
2419,15000,12.18,36,7,499.5,15000,0.01,782,0
2420,18000,8.38,36,14,567.22,18000,5.25,772,0
2421,20000,14.17,36,1,685.21,20000,19.95,707,0
2422,9600,9.2,36,2,306.18,9600,13.12,742,0
2423,10400,6.17,36,1,297.37,9750,17.67,757,1
2424,6000,12.42,36,4,200.5,6000,10.63,702,0
2425,10000,12.18,36,14,333,10000,24.56,707,0
2426,15000,15.65,36,1,524.8,15000,8.97,677,0
2427,15000,6.54,36,1,460.01,15000,6.26,737,0
2428,31200,17.99,60,1,792.11,31200,13.43,717,0
2429,12000,9.99,36,1,387.15,12000,9.42,732,1
2430,35000,12.69,60,1,790.82,35000,8.68,782,1
2431,9600,11.26,36,14,315.49,9600,23.52,717,0
